humanitarian_id,client_id
h_22898,17283.0
h_1446,
h_6786,
h_9396,17892.0
h_20708,15535.0
h_4300,
h_4715,
h_4951,
h_2893,
h_4273,
h_15128,5253.0
h_5558,
h_3549,
h_19005,17351.0
h_5346,
h_15032,17860.0
h_1500,
h_23779,8284.0
h_3383,
h_2337,
h_7739,17866.0
h_3685,
h_20737,15671.0
h_15898,15664.0
h_16781,4054.0
h_12439,16632.0
h_21973,10224.0
h_7243,5582.0
h_9984,15187.0
h_5421,
h_22454,15582.0
h_19231,6386.0
h_3375,
h_3112,
h_92,
h_660,
h_3884,
h_4642,
h_14710,19061.0
h_1453,
h_15250,11156.0
h_9845,9343.0
h_14958,11164.0
h_5326,
h_12637,16757.0
h_1100,
h_3589,
h_3634,
h_5108,
h_20410,6894.0
h_6718,
h_5718,
h_5740,
h_6767,
h_4504,
h_4414,
h_4486,
h_16031,17661.0
h_8954,6450.0
h_4491,
h_13187,11797.0
h_1535,
h_25419,16113.0
h_1986,
h_4360,
h_19100,14919.0
h_11331,14661.0
h_16032,17660.0
h_5135,
h_4005,
h_13436,12394.0
h_20196,11555.0
h_10355,17811.0
h_2427,
h_7144,11998.0
h_24225,8216.0
h_4247,
h_1599,
h_1332,
h_9642,13370.0
h_6509,
h_2334,
h_4072,
h_3314,
h_717,
h_909,
h_2741,
h_54,
h_1953,
h_5505,
h_2092,
h_2439,
h_2648,
h_15271,1630.0
h_1958,
h_5291,
h_465,
h_2560,
h_99,
h_16502,10119.0
h_4436,
h_19799,17680.0
h_2665,
h_2071,
h_1898,
h_2106,
h_5942,
h_3690,
h_3645,
h_2729,
h_5371,
h_5586,
h_564,
h_2569,
h_13812,15128.0
h_512,
h_6546,
h_24123,12166.0
h_2429,
h_14608,17642.0
h_7744,15920.0
h_5002,
h_4956,
h_6409,
h_19419,17676.0
h_16092,14346.0
h_1482,
h_4725,
h_256,
h_1415,
h_3515,
h_5382,
h_6572,
h_3979,
h_8659,2873.0
h_1251,
h_5303,
h_19881,3344.0
h_52,
h_4478,
h_22682,17756.0
h_8185,14639.0
h_13053,16367.0
h_4736,
h_22379,15438.0
h_729,
h_5039,
h_21603,1554.0
h_4331,
h_3303,
h_18869,17706.0
h_5088,
h_2073,
h_5691,
h_2892,
h_5634,
h_2155,
h_2200,
h_4464,
h_2204,
h_18153,14578.0
h_3400,
h_5085,
h_8847,17737.0
h_19715,17447.0
h_22097,9426.0
h_169,
h_9175,17711.0
h_13002,16638.0
h_3259,
h_8942,8329.0
h_127,
h_3533,
h_20411,17701.0
h_2354,
h_2942,
h_9202,10849.0
h_4377,
h_5913,
h_4947,
h_583,
h_11066,17630.0
h_17729,15845.0
h_434,
h_4378,
h_2663,
h_4701,
h_3983,
h_598,
h_4310,
h_1815,
h_5427,
h_4641,
h_5745,
h_1307,
h_5103,
h_21840,10666.0
h_24770,17662.0
h_21050,16877.0
h_3041,
h_12628,9329.0
h_19552,9001.0
h_510,
h_3204,
h_7288,17246.0
h_9329,5896.0
h_17151,13316.0
h_5204,
h_19515,12059.0
h_2703,
h_5501,
h_1486,
h_2541,
h_19921,16839.0
h_23655,15860.0
h_6185,
h_10904,15439.0
h_21554,15708.0
h_14590,16700.0
h_23572,17151.0
h_16476,17241.0
h_399,
h_2464,
h_2386,
h_13,
h_5619,
h_5056,
h_3546,
h_1983,
h_15332,17510.0
h_693,
h_15748,16645.0
h_3323,
h_2677,
h_6608,
h_3953,
h_4629,
h_4192,
h_2272,
h_5436,
h_2081,
h_19918,17033.0
h_1295,
h_5808,
h_2762,
h_1135,
h_5001,
h_111,
h_532,
h_4146,
h_975,
h_369,
h_6512,
h_10025,16271.0
h_3067,
h_3103,
h_9067,16163.0
h_10672,15758.0
h_189,
h_5053,
h_6447,
h_3968,
h_12547,18929.0
h_150,
h_6308,
h_2655,
h_8470,17060.0
h_23933,4857.0
h_3350,
h_6785,
h_14007,15631.0
h_6111,
h_4302,
h_413,
h_4190,
h_7162,17571.0
h_8399,16448.0
h_3523,
h_5068,
h_4940,
h_1799,
h_4341,
h_2051,
h_21435,17725.0
h_3348,
h_1740,
h_20215,6696.0
h_967,
h_6906,16948.0
h_2753,
h_12605,9756.0
h_3893,
h_2787,
h_5148,
h_3009,
h_6463,
h_6028,
h_24979,5087.0
h_22875,5878.0
h_19232,17781.0
h_5565,
h_6665,
h_17990,16520.0
h_1546,
h_6958,12260.0
h_4279,
h_5582,
h_2751,
h_1817,
h_1780,
h_183,
h_24098,13507.0
h_16083,15763.0
h_9735,9082.0
h_1136,
h_2619,
h_42,
h_2711,
h_6894,13926.0
h_3198,
h_8963,10355.0
h_3947,
h_1995,
h_4405,
h_6677,
h_1588,
h_4425,
h_5261,
h_25120,17304.0
h_14116,13703.0
h_7819,9129.0
h_817,
h_5651,
h_5767,
h_3155,
h_131,
h_2377,
h_1754,
h_4545,
h_24345,9335.0
h_3908,
h_3516,
h_3090,
h_1603,
h_10184,13437.0
h_13720,10927.0
h_2260,
h_2489,
h_10535,16054.0
h_24876,18258.0
h_9921,18000.0
h_6412,
h_1696,
h_3338,
h_3783,
h_5170,
h_1649,
h_17650,12893.0
h_4643,
h_2110,
h_16373,16827.0
h_5601,
h_5883,
h_1879,
h_5087,
h_853,
h_3059,
h_6187,
h_4216,
h_6529,
h_22743,7036.0
h_2390,
h_4025,
h_3641,
h_2393,
h_4354,
h_1210,
h_5757,
h_22865,16542.0
h_6355,
h_2600,
h_17878,15174.0
h_4294,
h_3108,
h_3789,
h_4876,
h_656,
h_5360,
h_3181,
h_2234,
h_4014,
h_4479,
h_6040,
h_1954,
h_6798,
h_11305,12958.0
h_25016,12438.0
h_2209,
h_4197,
h_1304,
h_1857,
h_1891,
h_7896,14331.0
h_3765,
h_3212,
h_22271,12942.0
h_8626,11092.0
h_20385,12954.0
h_71,
h_4762,
h_858,
h_3219,
h_20109,14951.0
h_5413,
h_1935,
h_2481,
h_15000,14166.0
h_18543,13404.0
h_3978,
h_1928,
h_5531,
h_6368,
h_4552,
h_16417,10500.0
h_3385,
h_5475,
h_5440,
h_16757,17211.0
h_3185,
h_14748,16179.0
h_3501,
h_2446,
h_14043,3891.0
h_20536,6308.0
h_3755,
h_14110,17533.0
h_20205,17359.0
h_81,
h_13941,9643.0
h_5467,
h_11657,7165.0
h_15075,15259.0
h_5937,
h_10182,14332.0
h_18724,11251.0
h_1201,
h_4039,
h_2864,
h_8150,17439.0
h_3745,
h_9719,16618.0
h_10465,17201.0
h_4041,
h_2847,
h_5101,
h_19362,10854.0
h_19538,12879.0
h_2520,
h_7667,16241.0
h_6801,
h_6210,
h_24634,16418.0
h_557,
h_6361,
h_1086,
h_13528,649.0
h_6320,
h_2550,
h_16738,10982.0
h_5882,
h_4029,
h_2319,
h_1084,
h_20275,18730.0
h_2082,
h_3761,
h_6252,
h_7483,14617.0
h_15614,17164.0
h_12417,14809.0
h_2137,
h_1111,
h_2367,
h_11641,17153.0
h_8206,1841.0
h_6018,
h_5038,
h_2660,
h_848,
h_20750,18127.0
h_3788,
h_8816,15882.0
h_6157,
h_7543,8315.0
h_4095,
h_9586,17173.0
h_16397,11275.0
h_1580,
h_5430,
h_1606,
h_35,
h_1826,
h_2773,
h_6178,
h_7668,18610.0
h_13391,15354.0
h_5163,
h_3781,
h_2034,
h_13817,16738.0
h_5193,
h_21703,17110.0
h_23607,16156.0
h_1539,
h_2189,
h_18121,13907.0
h_6116,
h_12147,13863.0
h_13175,5259.0
h_6840,
h_1594,
h_5784,
h_3012,
h_3442,
h_4942,
h_5624,
h_11999,16838.0
h_19465,4783.0
h_16085,7181.0
h_19657,6528.0
h_10763,2395.0
h_8948,9586.0
h_4270,
h_4030,
h_1956,
h_20993,12821.0
h_2197,
h_5146,
h_915,
h_573,
h_5528,
h_23511,15620.0
h_12321,10653.0
h_6751,
h_2458,
h_4650,
h_8925,8600.0
h_571,
h_15732,9320.0
h_5943,
h_22016,1825.0
h_24659,17414.0
h_15510,18284.0
h_6004,
h_9463,15657.0
h_6055,
h_6360,
h_5984,
h_4965,
h_1462,
h_4053,
h_21408,5868.0
h_939,
h_4885,
h_6172,
h_5904,
h_2546,
h_12929,5107.0
h_14672,1594.0
h_6406,
h_4814,
h_6374,
h_21345,16473.0
h_2037,
h_9530,4704.0
h_6689,
h_6382,
h_4569,
h_3344,
h_4586,
h_18063,11721.0
h_19299,15427.0
h_1971,
h_7519,16340.0
h_18319,16499.0
h_3937,
h_12162,5822.0
h_4318,
h_20642,14246.0
h_15125,17139.0
h_5604,
h_13276,9074.0
h_4765,
h_11928,16494.0
h_3527,
h_24994,17115.0
h_17858,16353.0
h_5753,
h_20001,17199.0
h_6074,
h_20306,16808.0
h_12852,16119.0
h_5028,
h_376,
h_23323,15153.0
h_4505,
h_20384,11247.0
h_5245,
h_5983,
h_23201,6564.0
h_2407,
h_4852,
h_1900,
h_16606,15408.0
h_11569,18739.0
h_21783,4885.0
h_8840,11600.0
h_10360,17376.0
h_1550,
h_12426,16025.0
h_4214,
h_2326,
h_144,
h_2563,
h_55,
h_554,
h_2589,
h_7614,7742.0
h_6221,
h_24389,16920.0
h_5709,
h_5370,
h_24473,10490.0
h_5585,
h_3923,
h_1371,
h_483,
h_21639,13918.0
h_5535,
h_4919,
h_6452,
h_5196,
h_3408,
h_22592,18125.0
h_19098,11830.0
h_11293,11018.0
h_3851,
h_11940,17178.0
h_10104,12047.0
h_10606,17111.0
h_307,
h_1904,
h_196,
h_3646,
h_20690,17218.0
h_7700,17416.0
h_23169,13634.0
h_5833,
h_9304,11068.0
h_423,
h_7702,17192.0
h_1890,
h_3725,
h_5968,
h_6006,
h_3060,
h_4562,
h_20699,11732.0
h_2757,
h_16862,17070.0
h_4045,
h_1657,
h_1520,
h_5632,
h_6703,
h_14289,9293.0
h_21073,17369.0
h_18247,10521.0
h_16642,15658.0
h_7248,17122.0
h_548,
h_268,
h_4826,
h_6639,
h_8487,16995.0
h_6150,
h_14673,17319.0
h_7111,17301.0
h_14390,14968.0
h_7399,16360.0
h_3868,
h_14166,17372.0
h_4447,
h_895,
h_4150,
h_5386,
h_12139,15456.0
h_22571,15650.0
h_3334,
h_21772,16231.0
h_3050,
h_3635,
h_1784,
h_4226,
h_166,
h_11269,9417.0
h_15429,9673.0
h_7315,17120.0
h_3409,
h_16634,17176.0
h_18872,17656.0
h_4733,
h_1591,
h_4564,
h_19837,16630.0
h_23988,13723.0
h_17232,15827.0
h_3193,
h_24213,3556.0
h_24166,17209.0
h_11428,8363.0
h_13454,5010.0
h_4467,
h_4413,
h_2737,
h_10088,11032.0
h_13483,9766.0
h_4934,
h_2797,
h_1018,
h_14682,11509.0
h_7164,17297.0
h_22905,16875.0
h_445,
h_21295,17371.0
h_22821,17128.0
h_16462,17342.0
h_4578,
h_20526,14579.0
h_25478,16552.0
h_3482,
h_1091,
h_2130,
h_5803,
h_6196,
h_5662,
h_1699,
h_644,
h_2781,
h_4566,
h_5051,
h_10683,12647.0
h_5555,
h_5066,
h_12122,6436.0
h_962,
h_6424,
h_19111,8919.0
h_244,
h_3859,
h_5853,
h_9054,17079.0
h_11638,17339.0
h_18200,15924.0
h_2680,
h_3290,
h_22863,17189.0
h_11931,13881.0
h_6619,
h_4599,
h_24828,9148.0
h_3989,
h_501,
h_24259,4201.0
h_7073,16799.0
h_5694,
h_5177,
h_22318,17312.0
h_10005,3031.0
h_12511,18286.0
h_7127,17306.0
h_6121,
h_17716,15586.0
h_3806,
h_4003,
h_24944,15217.0
h_2759,
h_6533,
h_2785,
h_1912,
h_5554,
h_7466,15026.0
h_393,
h_21268,14660.0
h_9173,16489.0
h_16593,17314.0
h_2949,
h_2139,
h_4265,
h_18304,16951.0
h_21217,17223.0
h_6190,
h_15464,16889.0
h_8282,17315.0
h_1341,
h_2307,
h_225,
h_1342,
h_24227,16099.0
h_2778,
h_12094,17294.0
h_18332,17307.0
h_5988,
h_474,
h_708,
h_5083,
h_639,
h_13140,15972.0
h_3445,
h_5289,
h_1522,
h_18534,93.0
h_23036,16785.0
h_6253,
h_1789,
h_4886,
h_1301,
h_5982,
h_4645,
h_17954,16949.0
h_10580,17269.0
h_5457,
h_5323,
h_4063,
h_12354,13275.0
h_6222,
h_13073,3236.0
h_24808,17313.0
h_1439,
h_1250,
h_22043,13922.0
h_15068,12673.0
h_2195,
h_5369,
h_5758,
h_23512,8487.0
h_5783,
h_20830,15482.0
h_20428,14038.0
h_6817,
h_6685,
h_14125,17348.0
h_5069,
h_23262,12450.0
h_705,
h_6694,
h_14518,4219.0
h_5081,
h_17208,5104.0
h_2750,
h_5840,
h_3495,
h_565,
h_6072,
h_19835,9256.0
h_1823,
h_4609,
h_534,
h_2618,
h_6177,
h_8188,4261.0
h_2918,
h_3708,
h_3336,
h_17393,9414.0
h_4195,
h_610,
h_10803,15264.0
h_2758,
h_6443,
h_5310,
h_2754,
h_5762,
h_6649,
h_16341,5750.0
h_8243,17262.0
h_10879,8653.0
h_19855,15864.0
h_6658,
h_1506,
h_5742,
h_14359,17256.0
h_1077,
h_22980,13440.0
h_9397,11934.0
h_22806,5317.0
h_6341,
h_21370,14453.0
h_12680,14535.0
h_21709,9266.0
h_3728,
h_10965,230.0
h_23329,7714.0
h_23705,11025.0
h_10597,8376.0
h_22052,13416.0
h_5578,
h_6780,
h_6086,
h_14261,17493.0
h_13699,7369.0
h_6784,
h_1450,
h_19213,11954.0
h_25023,17228.0
h_2039,
h_77,
h_8168,17217.0
h_7767,5597.0
h_7518,1003.0
h_7262,13709.0
h_1134,
h_14203,16822.0
h_1496,
h_4161,
h_6085,
h_435,
h_3852,
h_1147,
h_3921,
h_6684,
h_12023,10066.0
h_1309,
h_769,
h_2978,
h_3808,
h_1810,
h_1151,
h_24855,16663.0
h_13477,6926.0
h_4502,
h_17801,17212.0
h_1141,
h_15093,15988.0
h_1298,
h_5828,
h_74,
h_1952,
h_20892,15183.0
h_768,
h_3522,
h_3881,
h_23179,2030.0
h_18387,17198.0
h_24094,17184.0
h_12259,19154.0
h_5752,
h_5297,
h_12284,17219.0
h_23156,17121.0
h_6073,
h_21895,16412.0
h_12390,7703.0
h_198,
h_5682,
h_1913,
h_3803,
h_16361,5708.0
h_3955,
h_2170,
h_4185,
h_6760,
h_2398,
h_4548,
h_24372,12588.0
h_659,
h_15996,2614.0
h_7139,12096.0
h_1538,
h_6225,
h_4531,
h_16861,15747.0
h_5243,
h_13241,16459.0
h_6440,
h_2720,
h_2278,
h_19760,16186.0
h_24986,10046.0
h_10369,8898.0
h_3702,
h_7172,17129.0
h_406,
h_18031,11855.0
h_2228,
h_17605,17174.0
h_2165,
h_5647,
h_3317,
h_1873,
h_1350,
h_1856,
h_3680,
h_8877,14092.0
h_6202,
h_11136,16385.0
h_4603,
h_2065,
h_1305,
h_2801,
h_22818,13310.0
h_864,
h_18165,15549.0
h_20940,6253.0
h_2883,
h_12837,12479.0
h_5239,
h_10124,3874.0
h_19431,16778.0
h_23926,11729.0
h_24030,17097.0
h_25130,5354.0
h_21737,15790.0
h_10264,16911.0
h_6558,
h_1521,
h_1192,
h_21980,19072.0
h_2997,
h_1374,
h_20027,14952.0
h_2220,
h_102,
h_177,
h_350,
h_5486,
h_9141,17125.0
h_19410,17126.0
h_21769,10137.0
h_5122,
h_1691,
h_19420,12038.0
h_7039,17144.0
h_2668,
h_4277,
h_5779,
h_4068,
h_3291,
h_1980,
h_3905,
h_3392,
h_16161,17148.0
h_4208,
h_4583,
h_5789,
h_10009,7148.0
h_2126,
h_15661,14647.0
h_7071,8874.0
h_1474,
h_2276,
h_4844,
h_5695,
h_7080,17140.0
h_567,
h_5901,
h_1177,
h_5938,
h_2645,
h_8555,15925.0
h_6701,
h_7012,16979.0
h_8015,14992.0
h_21203,17645.0
h_16564,14171.0
h_23536,13097.0
h_2089,
h_5046,
h_15676,16805.0
h_20248,7285.0
h_5443,
h_4322,
h_2316,
h_2768,
h_6970,17024.0
h_8202,15967.0
h_3748,
h_4661,
h_4897,
h_2145,
h_1755,
h_12640,7547.0
h_9356,17078.0
h_4916,
h_17867,17100.0
h_6380,
h_1326,
h_2484,
h_20372,16603.0
h_5055,
h_3601,
h_5905,
h_4559,
h_5143,
h_11586,3384.0
h_574,
h_3230,
h_6144,
h_5911,
h_22784,15042.0
h_6349,
h_10507,16171.0
h_2020,
h_6859,17092.0
h_22816,10159.0
h_3045,
h_24448,15200.0
h_18194,15709.0
h_7661,5739.0
h_1233,
h_3270,
h_6669,
h_288,
h_5715,
h_24387,992.0
h_17902,5252.0
h_761,
h_9787,17116.0
h_2152,
h_14649,7091.0
h_1001,
h_3458,
h_5821,
h_18878,16846.0
h_11287,16389.0
h_6521,
h_1393,
h_5474,
h_22825,17118.0
h_15806,5116.0
h_24924,17103.0
h_4080,
h_6559,
h_21534,17056.0
h_3670,
h_1842,
h_9068,16946.0
h_1223,
h_4009,
h_885,
h_6375,
h_14528,14079.0
h_519,
h_6066,
h_21477,17096.0
h_3406,
h_1433,
h_1323,
h_6223,
h_10721,10584.0
h_13396,5900.0
h_21834,7645.0
h_5400,
h_6192,
h_580,
h_22096,17063.0
h_1752,
h_5637,
h_3145,
h_9850,15085.0
h_633,
h_5253,
h_12578,16917.0
h_105,
h_6091,
h_3006,
h_12277,4826.0
h_23712,16764.0
h_20020,13887.0
h_5368,
h_2097,
h_200,
h_4179,
h_5150,
h_10354,16306.0
h_5277,
h_888,
h_15217,15697.0
h_4286,
h_2286,
h_12548,9168.0
h_2313,
h_14145,12730.0
h_11883,2788.0
h_863,
h_19013,9273.0
h_14544,7309.0
h_3586,
h_236,
h_1053,
h_7504,17049.0
h_23863,6910.0
h_10429,9306.0
h_25041,14635.0
h_15087,17031.0
h_2994,
h_775,
h_6418,
h_826,
h_803,
h_5174,
h_3026,
h_21567,13298.0
h_3794,
h_4406,
h_5832,
h_438,
h_20114,419.0
h_2177,
h_5520,
h_16138,8894.0
h_9967,9562.0
h_3210,
h_5432,
h_22382,13569.0
h_8469,16044.0
h_6956,17032.0
h_24629,15309.0
h_5424,
h_5340,
h_10132,11920.0
h_22353,16356.0
h_10801,13381.0
h_722,
h_5870,
h_6695,
h_758,
h_1241,
h_24261,9622.0
h_6435,
h_19270,7990.0
h_15923,16997.0
h_2315,
h_16100,17008.0
h_6775,
h_17182,17119.0
h_1448,
h_1933,
h_7370,12335.0
h_75,
h_17916,17002.0
h_5563,
h_5240,
h_3341,
h_11614,14540.0
h_575,
h_6171,
h_3568,
h_14512,16185.0
h_15807,9316.0
h_21247,13390.0
h_25351,9010.0
h_877,
h_4652,
h_1832,
h_10688,7932.0
h_23265,11795.0
h_5372,
h_2738,
h_14190,8564.0
h_205,
h_9885,13694.0
h_1831,
h_3767,
h_5636,
h_94,
h_19905,2920.0
h_850,
h_11079,16398.0
h_1555,
h_4960,
h_4981,
h_8439,5917.0
h_6485,
h_5615,
h_4291,
h_3469,
h_1725,
h_6281,
h_2562,
h_139,
h_6696,
h_12801,16717.0
h_806,
h_137,
h_2796,
h_450,
h_1308,
h_1074,
h_680,
h_6137,
h_19545,8183.0
h_2958,
h_1369,
h_14543,14504.0
h_17983,16970.0
h_31,
h_14979,16928.0
h_2188,
h_4930,
h_10917,6069.0
h_4541,
h_23537,13699.0
h_14606,15791.0
h_2287,
h_955,
h_3877,
h_2160,
h_4866,
h_3149,
h_10349,12539.0
h_2023,
h_1862,
h_13000,14788.0
h_184,
h_18607,10386.0
h_1022,
h_259,
h_4171,
h_5868,
h_985,
h_6043,
h_5490,
h_6248,
h_173,
h_1028,
h_1316,
h_117,
h_347,
h_15694,16407.0
h_7831,17025.0
h_4004,
h_1002,
h_1197,
h_5302,
h_16660,10028.0
h_5733,
h_2547,
h_757,
h_2257,
h_4383,
h_21498,13365.0
h_11306,187.0
h_276,
h_24820,8338.0
h_11731,10418.0
h_3005,
h_788,
h_2308,
h_15294,16880.0
h_13117,16164.0
h_11096,15378.0
h_13677,13503.0
h_9176,14961.0
h_13360,2064.0
h_19332,15140.0
h_2325,
h_7496,16939.0
h_3333,
h_23308,9226.0
h_538,
h_845,
h_29,
h_3514,
h_3105,
h_1206,
h_4472,
h_6023,
h_19253,6577.0
h_19046,13415.0
h_1573,
h_12839,14320.0
h_2420,
h_365,
h_651,
h_618,
h_19631,16161.0
h_18854,5823.0
h_20300,3327.0
h_2135,
h_1877,
h_6928,15514.0
h_1666,
h_21106,11813.0
h_23429,16909.0
h_362,
h_24969,1135.0
h_271,
h_508,
h_23110,13186.0
h_19128,166.0
h_4995,
h_58,
h_4487,
h_255,
h_3452,
h_1915,
h_4042,
h_1808,
h_6366,
h_24246,16810.0
h_8588,15718.0
h_3763,
h_7868,9097.0
h_14996,16729.0
h_794,
h_4075,
h_1903,
h_10847,10167.0
h_13692,11798.0
h_22234,15672.0
h_6005,
h_5772,
h_20909,10858.0
h_1436,
h_24153,16789.0
h_4430,
h_3578,
h_4705,
h_1656,
h_875,
h_1362,
h_17457,15601.0
h_4514,
h_20799,10900.0
h_11337,15377.0
h_873,
h_6451,
h_13321,7331.0
h_12759,7533.0
h_21267,14466.0
h_20293,23.0
h_17571,3751.0
h_13342,6397.0
h_9382,15756.0
h_1484,
h_6272,
h_2456,
h_8882,14245.0
h_14270,7353.0
h_19832,9943.0
h_5801,
h_21350,14969.0
h_24120,16774.0
h_986,
h_6227,
h_4592,
h_3178,
h_4228,
h_17846,17431.0
h_6087,
h_1962,
h_6715,
h_274,
h_4225,
h_11219,4606.0
h_2863,
h_5422,
h_1527,
h_3455,
h_22104,14745.0
h_8189,6459.0
h_2976,
h_12817,16468.0
h_5448,
h_5537,
h_747,
h_5994,
h_22241,11819.0
h_1505,
h_4900,
h_20475,13563.0
h_5336,
h_40,
h_4327,
h_20480,16826.0
h_1943,
h_6578,
h_20031,15207.0
h_2127,
h_1853,
h_6051,
h_6396,
h_8335,11898.0
h_20662,7696.0
h_1950,
h_1113,
h_8499,14470.0
h_24490,9907.0
h_5655,
h_5030,
h_5363,
h_5781,
h_5183,
h_10727,13731.0
h_744,
h_313,
h_2331,
h_4795,
h_688,
h_4186,
h_9331,12442.0
h_2647,
h_3123,
h_10374,16707.0
h_21714,16804.0
h_19996,16787.0
h_5908,
h_21335,16801.0
h_6356,
h_1364,
h_16912,16790.0
h_21438,5953.0
h_6834,
h_5367,
h_17194,16624.0
h_23215,16076.0
h_6376,
h_14209,14975.0
h_3159,
h_5517,
h_831,
h_3739,
h_1558,
h_17147,10724.0
h_1356,
h_11052,5144.0
h_577,
h_12154,17981.0
h_3530,
h_4219,
h_3069,
h_361,
h_2836,
h_17998,16631.0
h_3639,
h_3759,
h_25324,15726.0
h_3253,
h_18764,16657.0
h_6597,
h_10140,13493.0
h_14589,16706.0
h_4530,
h_871,
h_1030,
h_5961,
h_3981,
h_15436,8752.0
h_21131,5630.0
h_1229,
h_16549,16672.0
h_9415,16744.0
h_867,
h_5446,
h_3027,
h_5919,
h_3464,
h_12294,16726.0
h_6183,
h_18673,11527.0
h_509,
h_4621,
h_24722,16518.0
h_18843,7604.0
h_553,
h_2183,
h_6990,16487.0
h_2777,
h_6427,
h_23513,16513.0
h_4818,
h_12329,16219.0
h_3146,
h_562,
h_18582,16586.0
h_5434,
h_2871,
h_24584,16705.0
h_10833,16684.0
h_6334,
h_1504,
h_4408,
h_24279,16326.0
h_11908,3998.0
h_22483,12177.0
h_20871,16671.0
h_4735,
h_15842,8528.0
h_11909,16522.0
h_4348,
h_5975,
h_4055,
h_8627,16364.0
h_20440,16622.0
h_1025,
h_4352,
h_999,
h_20442,2268.0
h_4193,
h_21610,13662.0
h_20104,4770.0
h_9174,6999.0
h_18570,16092.0
h_20837,16093.0
h_21476,6880.0
h_3052,
h_16485,16406.0
h_12012,4680.0
h_19783,16386.0
h_15106,14920.0
h_5653,
h_4958,
h_14457,16628.0
h_5814,
h_22876,11051.0
h_1836,
h_19060,6599.0
h_4427,
h_14499,11536.0
h_4139,
h_11413,3156.0
h_19536,16501.0
h_5849,
h_17585,11165.0
h_21960,14338.0
h_20252,11885.0
h_1317,
h_5920,
h_5199,
h_2395,
h_4371,
h_5027,
h_6200,
h_6387,
h_3080,
h_6246,
h_13913,16626.0
h_267,
h_6243,
h_5553,
h_20797,16391.0
h_3584,
h_738,
h_4309,
h_22768,15258.0
h_2602,
h_16772,15049.0
h_20,
h_7304,5518.0
h_14995,5426.0
h_6826,
h_14434,16594.0
h_14090,16497.0
h_4120,
h_20033,16581.0
h_4961,
h_2295,
h_12475,6666.0
h_10849,6372.0
h_213,
h_6115,
h_8255,12959.0
h_11796,16584.0
h_16915,16582.0
h_10909,16333.0
h_4027,
h_12286,18434.0
h_11244,8944.0
h_15044,11003.0
h_11085,8850.0
h_2415,
h_306,
h_22920,16559.0
h_665,
h_5331,
h_13148,11346.0
h_1471,
h_12508,12133.0
h_17033,15221.0
h_13653,11987.0
h_5134,
h_20509,16445.0
h_9181,16447.0
h_6113,
h_13880,14409.0
h_4087,
h_13296,14276.0
h_4235,
h_1598,
h_5732,
h_2355,
h_22030,16117.0
h_23404,7373.0
h_2011,
h_5444,
h_5229,
h_1508,
h_10379,14637.0
h_20942,11060.0
h_24662,10810.0
h_5473,
h_10551,9869.0
h_682,
h_22414,8918.0
h_13299,15762.0
h_20122,16443.0
h_3964,
h_23699,10893.0
h_9289,15977.0
h_13824,5579.0
h_20619,11447.0
h_2498,
h_1896,
h_23428,15981.0
h_4411,
h_6056,
h_6465,
h_23666,16483.0
h_3882,
h_24601,2008.0
h_2798,
h_2805,
h_24077,16118.0
h_2350,
h_17677,16481.0
h_10159,16482.0
h_15726,13405.0
h_23709,15667.0
h_12318,9218.0
h_3163,
h_18182,14053.0
h_9521,16435.0
h_4872,
h_1844,
h_22345,15884.0
h_6329,
h_6139,
h_4324,
h_20147,16668.0
h_371,
h_1417,
h_6504,
h_16143,6433.0
h_436,
h_834,
h_6120,
h_3165,
h_14989,1480.0
h_17693,4845.0
h_4386,
h_5511,
h_9933,929.0
h_6538,
h_3413,
h_22736,12289.0
h_2887,
h_4191,
h_16054,16377.0
h_5036,
h_6729,
h_5892,
h_11521,13090.0
h_18034,15581.0
h_1039,
h_518,
h_3396,
h_6197,
h_3565,
h_15260,16375.0
h_322,
h_11499,16381.0
h_19903,8042.0
h_6769,
h_7253,16369.0
h_23189,16299.0
h_5688,
h_1976,
h_5685,
h_13079,11223.0
h_15506,10814.0
h_19632,13528.0
h_5272,
h_2726,
h_19256,10538.0
h_22755,11144.0
h_6304,
h_1735,
h_2815,
h_16259,9270.0
h_24087,8623.0
h_5763,
h_10862,16135.0
h_14475,16169.0
h_4568,
h_1731,
h_2185,
h_5941,
h_1265,
h_4333,
h_15079,15343.0
h_12049,12852.0
h_6436,
h_12026,14753.0
h_3818,
h_673,
h_11027,15468.0
h_3110,
h_1082,
h_4396,
h_5384,
h_5603,
h_5067,
h_19766,13529.0
h_2968,
h_61,
h_5345,
h_6164,
h_7631,16269.0
h_4906,
h_16841,15733.0
h_2822,
h_15752,16101.0
h_17512,16258.0
h_6420,
h_12013,4868.0
h_15889,13535.0
h_4523,
h_458,
h_5010,
h_12468,14176.0
h_1208,
h_4640,
h_1532,
h_7877,16267.0
h_3558,
h_19487,9140.0
h_6792,
h_3308,
h_3804,
h_4608,
h_19713,10844.0
h_20043,7513.0
h_6184,
h_5366,
h_4692,
h_4537,
h_2659,
h_1127,
h_8554,14109.0
h_3600,
h_6489,
h_4522,
h_4856,
h_2261,
h_6603,
h_5462,
h_12375,13685.0
h_24056,12390.0
h_11453,10658.0
h_5358,
h_2250,
h_3124,
h_4891,
h_18651,15493.0
h_15322,1660.0
h_5293,
h_18581,16614.0
h_1511,
h_12382,936.0
h_5617,
h_3764,
h_9419,9078.0
h_2341,
h_2574,
