humanitarian_id,client_id
h_10126,16903.0
h_25474,10860.0
h_19801,19157.0
h_18873,12142.0
h_5082,
h_1185,
h_2767,
h_5620,
h_2182,
h_2922,
h_5113,
h_12088,5149.0
h_25344,1353.0
h_2766,
h_87,
h_4533,
h_4169,
h_2254,
h_3071,
h_523,
h_513,
h_1925,
h_3854,
h_12485,9159.0
h_21986,4427.0
h_2552,
h_4970,
h_2881,
h_14022,18906.0
h_1012,
h_2930,
h_317,
h_5070,
h_2447,
h_6732,
h_4921,
h_3261,
h_3496,
h_4657,
h_1543,
h_16548,14529.0
h_10024,4870.0
h_6009,
h_469,
h_5466,
h_20579,13704.0
h_10096,18826.0
h_2733,
h_481,
h_3265,
h_8115,18637.0
h_857,
h_23398,13636.0
h_21745,13053.0
h_18860,18961.0
h_20724,16038.0
h_12104,18089.0
h_10681,17794.0
h_15644,6120.0
h_3232,
h_14782,15600.0
h_16216,4583.0
h_17668,6404.0
h_3637,
h_23157,8646.0
h_3532,
h_3292,
h_2934,
h_1985,
h_4540,
h_2144,
h_4573,
h_3696,
h_11115,5363.0
h_348,
h_6604,
h_1266,
h_2831,
h_4628,
h_3378,
h_4104,
h_4822,
h_2156,
h_5818,
h_2385,
h_2790,
h_23471,8273.0
h_23465,15068.0
h_6127,
h_11402,16167.0
h_4153,
h_12116,4986.0
h_8174,15934.0
h_849,
h_5254,
h_905,
h_3099,
h_4827,
h_18252,16450.0
h_3401,
h_24380,17782.0
h_2043,
h_741,
h_5704,
h_3382,
h_4142,
h_3667,
h_921,
h_5680,
h_2626,
h_4658,
h_1428,
h_2870,
h_7283,18893.0
h_1960,
h_5591,
h_3367,
h_25331,18496.0
h_3700,
h_3078,
h_7221,12396.0
h_17422,17921.0
h_1409,
h_24993,13774.0
h_18248,17535.0
h_6673,
h_23833,16041.0
h_1525,
h_1291,
h_1334,
h_3167,
h_8543,18476.0
h_18179,17028.0
h_4517,
h_5521,
h_15907,13754.0
h_5489,
h_2412,
h_6773,
h_17958,14455.0
h_13596,18772.0
h_23953,18062.0
h_2184,
h_22730,14585.0
h_4655,
h_10241,19122.0
h_25021,17322.0
h_22610,17466.0
h_3582,
h_21127,13543.0
h_23644,15906.0
h_24894,17072.0
h_1916,
h_3604,
h_2604,
h_4721,
h_3403,
h_3345,
h_5720,
h_4893,
h_6824,
h_16192,18800.0
h_6845,
h_3492,
h_2928,
h_4875,
h_3456,
h_5393,
h_16316,18349.0
h_1372,
h_24920,18794.0
h_7413,13373.0
h_21512,18750.0
h_2167,
h_12421,10749.0
h_3302,
h_514,
h_2460,
h_1737,
h_25151,18847.0
h_4805,
h_2772,
h_6770,
h_6810,
h_4450,
h_15992,16252.0
h_4999,
h_3066,
h_17050,13426.0
h_6563,
h_3517,
h_7147,17130.0
h_1805,
h_4761,
h_4382,
h_19200,14695.0
h_586,
h_375,
h_2369,
h_2223,
h_5689,
h_1413,
h_4140,
h_3713,
h_6342,
h_3987,
h_4362,
h_6021,
h_5530,
h_1386,
h_5075,
h_663,
h_1768,
h_18206,16394.0
h_730,
h_10938,15451.0
h_24435,15781.0
h_21523,17071.0
h_3128,
h_299,
h_1240,
h_4699,
h_2501,
h_13578,17683.0
h_1945,
h_5279,
h_6152,
h_2180,
h_1158,
h_4980,
h_11935,12322.0
h_2271,
h_3374,
h_18,
h_1145,
h_3872,
h_9,
h_5830,
h_726,
h_5269,
h_6454,
h_5639,
h_2919,
h_4802,
h_4724,
h_9249,18719.0
h_18507,18075.0
h_4476,
h_2219,
h_2941,
h_6722,
h_5664,
h_9165,18082.0
h_192,
h_1176,
h_1682,
h_4729,
h_24648,7591.0
h_11214,7375.0
h_4456,
h_799,
h_3262,
h_12654,14896.0
h_1973,
h_2903,
h_25213,15275.0
h_1267,
h_5710,
h_6264,
h_12870,14928.0
h_19310,11240.0
h_6857,17805.0
h_2054,
h_1377,
h_2340,
h_4367,
h_5697,
h_3860,
h_6853,18831.0
h_1680,
h_4100,
h_20016,19184.0
h_4415,
h_984,
h_9587,15477.0
h_7175,18461.0
h_3366,
h_9413,18805.0
h_9102,4251.0
h_5716,
h_3862,
h_10897,12029.0
h_12552,14398.0
h_18915,12825.0
h_23164,12678.0
h_2756,
h_1211,
h_1566,
h_3896,
h_66,
h_3643,
h_6301,
h_4224,
h_4361,
h_2924,
h_3102,
h_10375,18808.0
h_2448,
h_20490,18644.0
h_14591,18369.0
h_4187,
h_290,
h_3976,
h_15952,3197.0
h_1712,
h_4718,
h_1687,
h_1349,
h_1608,
h_5660,
h_2119,
h_904,
h_5962,
h_879,
h_6337,
h_5963,
h_1387,
h_9303,12005.0
h_6213,
h_6464,
h_14097,18799.0
h_6095,
h_19390,9795.0
h_3504,
h_1623,
h_1771,
h_3622,
h_3481,
h_96,
h_5974,
h_3709,
h_3656,
h_23728,4956.0
h_23817,11403.0
h_4982,
h_3191,
h_25165,18801.0
h_1646,
h_19397,6505.0
h_2627,
h_5693,
h_4090,
h_1763,
h_3127,
h_938,
h_12124,17047.0
h_6771,
h_3574,
h_2402,
h_4441,
h_9115,17137.0
h_6205,
h_16624,6736.0
h_6548,
h_3153,
h_3134,
h_8000,16742.0
h_485,
h_6644,
h_4671,
h_2957,
h_13371,4663.0
h_2008,
h_2591,
h_5567,
h_6062,
h_18849,18823.0
h_2872,
h_1719,
h_6022,
h_5172,
h_1041,
h_372,
h_1392,
h_5362,
h_506,
h_5997,
h_7054,19214.0
h_1590,
h_2882,
h_755,
h_9024,18565.0
h_6742,
h_1537,
h_23560,15100.0
h_9606,17692.0
h_24688,18595.0
h_10583,9268.0
h_6326,
h_2897,
h_917,
h_4390,
h_21822,16430.0
h_3866,
h_3535,
h_1517,
h_3122,
h_5519,
h_5831,
h_1078,
h_2817,
h_2706,
h_5115,
h_6097,
h_3453,
h_4695,
h_17321,18748.0
h_13635,5304.0
h_19351,898.0
h_16468,18281.0
h_8616,18219.0
h_23015,18599.0
h_568,
h_6823,
h_3894,
h_21376,11017.0
h_9161,17015.0
h_23857,14958.0
h_10054,5006.0
h_8092,4744.0
h_10212,9641.0
h_16064,9052.0
h_11341,18661.0
h_21479,18659.0
h_2268,
h_5060,
h_13960,13169.0
h_3475,
h_1604,
h_14815,16363.0
h_4079,
h_4152,
h_4974,
h_942,
h_4391,
h_2989,
h_1838,
h_4369,
h_23400,14354.0
h_4143,
h_8214,16574.0
h_5316,
h_5924,
h_18105,13156.0
h_12599,17039.0
h_4151,
h_15933,13779.0
h_6540,
h_2470,
h_14642,8302.0
h_2323,
h_107,
h_366,
h_5614,
h_2098,
h_3632,
h_5889,
h_15114,18389.0
h_2418,
h_4116,
h_5008,
h_3439,
h_441,
h_6568,
h_5388,
h_3585,
h_7579,17974.0
h_24776,18745.0
h_3741,
h_4528,
h_2421,
h_5026,
h_3420,
h_18774,12502.0
h_8046,18622.0
h_635,
h_19199,5581.0
h_8538,12857.0
h_15764,11237.0
h_8048,16195.0
h_3521,
h_8662,18151.0
h_2425,
h_5472,
h_1449,
h_5173,
h_886,
h_3674,
h_1389,
h_1188,
h_2921,
h_5791,
h_6104,
h_6036,
h_5398,
h_19456,4993.0
h_3901,
h_1017,
h_17937,15440.0
h_3505,
h_3467,
h_18211,17396.0
h_316,
h_2383,
h_11122,10060.0
h_2000,
h_3330,
h_3347,
h_2072,
h_6499,
h_6025,
h_4744,
h_3675,
h_998,
h_4245,
h_3349,
h_461,
h_1614,
h_5569,
h_931,
h_6537,
h_6244,
h_6679,
h_2270,
h_2442,
h_2811,
h_23972,4712.0
h_525,
h_1660,
h_6491,
h_16215,18688.0
h_19092,14403.0
h_3663,
h_19865,18346.0
h_13623,14231.0
h_1328,
h_3065,
h_1034,
h_3324,
h_2245,
h_1597,
h_1851,
h_2865,
h_9951,18747.0
h_4314,
h_2465,
h_18104,18657.0
h_2657,
h_22516,14464.0
h_14679,18138.0
h_20562,18693.0
h_329,
h_6544,
h_5744,
h_3491,
h_20992,18672.0
h_11911,9997.0
h_4846,
h_10087,15676.0
h_5683,
h_11089,15084.0
h_5761,
h_5414,
h_3289,
h_5561,
h_823,
h_4021,
h_5817,
h_85,
h_774,
h_6016,
h_2813,
h_6228,
h_2452,
h_6731,
h_3422,
h_2856,
h_5992,
h_686,
h_1096,
h_1713,
h_4985,
h_4202,
h_4289,
h_3786,
h_24739,15062.0
h_1992,
h_4106,
h_22006,18493.0
h_25089,13950.0
h_8752,12751.0
h_5049,
h_11904,4947.0
h_5200,
h_3429,
h_3796,
h_3608,
h_18979,18004.0
h_8921,18207.0
h_2969,
h_3488,
h_8870,13424.0
h_923,
h_5861,
h_5610,
h_1843,
h_5638,
h_1811,
h_381,
h_14361,11745.0
h_6706,
h_5596,
h_6107,
h_3629,
h_11574,11612.0
h_2494,
h_10784,14088.0
h_24112,8076.0
h_11327,2125.0
h_3147,
h_2349,
h_5334,
h_5165,
h_14872,17536.0
h_2807,
h_24569,18347.0
h_3490,
h_3778,
h_2598,
h_5111,
h_3077,
h_5162,
h_12707,8629.0
h_234,
h_5157,
h_19375,18537.0
h_17531,12167.0
h_1620,
h_6395,
h_24209,17792.0
h_4428,
h_3831,
h_2646,
h_2053,
h_3126,
h_2992,
h_1093,
h_4111,
h_431,
h_2338,
h_24976,12227.0
h_4366,
h_1285,
h_6750,
h_5161,
h_5487,
h_2747,
h_3034,
h_13007,13014.0
h_3749,
h_23718,18641.0
h_3834,
h_171,
h_4364,
h_2504,
h_6298,
h_946,
h_5280,
h_3279,
h_3357,
h_3762,
h_2558,
h_22636,17134.0
h_4066,
h_11835,18519.0
h_6843,
h_14240,18531.0
h_2511,
h_7140,14814.0
h_17947,18539.0
h_8220,4900.0
h_8028,18638.0
h_3427,
h_13367,14657.0
h_1734,
h_3512,
h_1959,
h_6008,
h_6428,
h_8348,8483.0
h_19225,7228.0
h_4305,
h_161,
h_6583,
h_3430,
h_3205,
h_6209,
h_272,
h_3498,
h_6586,
h_6565,
h_5041,
h_2525,
h_19999,18222.0
h_1016,
h_4973,
h_6350,
h_17581,13208.0
h_19506,4293.0
h_13822,18543.0
h_1730,
h_4170,
h_6487,
h_10690,12832.0
h_6819,
h_1313,
h_23615,18168.0
h_4678,
h_1801,
h_927,
h_752,
h_1429,
h_5547,
h_2595,
h_301,
h_4966,
h_8694,18403.0
h_15674,16627.0
h_24531,18271.0
h_3782,
h_566,
h_3913,
h_6526,
h_1004,
h_3361,
h_2830,
h_4767,
h_5425,
h_482,
h_5250,
h_1443,
h_3398,
h_3095,
h_1180,
h_4807,
h_3965,
h_2038,
h_890,
h_4869,
h_11245,18609.0
h_4321,
h_5918,
h_7265,17270.0
h_22211,14653.0
h_1480,
h_4836,
h_5095,
h_6557,
h_12593,15764.0
h_1419,
h_10867,18618.0
h_4215,
h_18384,17007.0
h_1105,
h_2686,
h_3545,
h_22709,10223.0
h_21585,18007.0
h_2944,
h_11963,19257.0
h_4449,
h_5460,
h_10929,18606.0
h_16849,16316.0
h_4739,
h_3114,
h_21431,11139.0
h_25396,14094.0
h_6276,
h_8192,6281.0
h_16798,9513.0
h_23808,18598.0
h_20697,16902.0
h_495,
h_9881,17330.0
h_20163,12640.0
h_3915,
h_5891,
h_3101,
h_12561,18761.0
h_697,
h_6591,
h_1407,
h_1112,
h_3939,
h_4060,
h_3444,
h_4666,
h_358,
h_6288,
h_3322,
h_14570,17997.0
h_5129,
h_180,
h_3297,
h_1150,
h_5308,
h_1440,
h_6609,
h_887,
h_4683,
h_4363,
h_6606,
h_1918,
h_1667,
h_1196,
h_866,
h_1967,
h_2133,
h_165,
h_3529,
h_3479,
h_3950,
h_3387,
h_25257,11549.0
h_4494,
h_154,
h_2300,
h_3036,
h_2530,
h_976,
h_19584,18307.0
h_22607,17273.0
h_4255,
h_4550,
h_2996,
h_335,
h_3037,
h_1652,
h_6110,
h_1438,
h_11264,14606.0
h_8704,9604.0
h_829,
h_3418,
h_3372,
h_3404,
h_228,
h_130,
h_4269,
h_10307,7412.0
h_4490,
h_3221,
h_17683,18592.0
h_3299,
h_4820,
h_4964,
h_6364,
h_2288,
h_324,
h_201,
h_3441,
h_6274,
h_5405,
h_19739,10482.0
h_14505,7463.0
h_2935,
h_813,
h_5674,
h_69,
h_2823,
h_3857,
h_7776,18684.0
h_3814,
h_5875,
h_23029,15954.0
h_14701,8685.0
h_11123,16178.0
h_20401,17557.0
h_8652,11682.0
h_13127,18572.0
h_24992,18370.0
h_6674,
h_5923,
h_2216,
h_5738,
h_6825,
h_17880,6420.0
h_3524,
h_4746,
h_20250,14519.0
h_1889,
h_524,
h_17563,6214.0
h_253,
h_23235,16864.0
h_5951,
h_3186,
h_21496,16984.0
h_22237,18698.0
h_2612,
h_8494,17435.0
h_19764,4377.0
h_5793,
h_14304,13896.0
h_9351,17936.0
h_3260,
h_2080,
h_4015,
h_2336,
h_5468,
h_2786,
h_1828,
h_811,
h_3974,
h_6229,
h_1144,
h_916,
h_3238,
h_3821,
h_1083,
h_6746,
h_2788,
h_3747,
h_1870,
h_5147,
h_3869,
h_6698,
h_15513,18032.0
h_5681,
h_20943,17980.0
h_16817,18687.0
h_13680,6471.0
h_19331,13724.0
h_5631,
h_8364,6054.0
h_24472,12045.0
h_11056,17875.0
h_20704,17607.0
h_1010,
h_3988,
h_983,
h_8075,17872.0
h_2264,
h_20397,12597.0
h_561,
h_19659,18085.0
h_5544,
h_4742,
h_6319,
h_6302,
h_2715,
h_3889,
h_19461,12098.0
h_504,
h_39,
h_1848,
h_14795,17271.0
h_240,
h_9178,17027.0
h_6642,
h_3390,
h_298,
h_3171,
h_6234,
h_1564,
h_20032,104.0
h_1702,
h_10135,18388.0
h_3474,
h_4539,
h_626,
h_2586,
h_2108,
h_5463,
h_2911,
h_3465,
h_20702,18288.0
h_6532,
h_478,
h_3448,
h_4296,
h_5408,
h_5652,
h_6560,
h_2248,
h_2444,
h_6445,
h_21784,9183.0
h_3337,
h_1102,
h_4368,
h_778,
h_2107,
h_5391,
h_551,
h_14035,750.0
h_6473,
h_18619,13767.0
h_5580,
h_3119,
h_17840,18332.0
h_4471,
h_2381,
h_2661,
h_18362,11861.0
h_11962,17023.0
h_23250,18216.0
h_12528,15449.0
h_9802,15342.0
h_3083,
h_9732,16659.0
h_3151,
h_1370,
h_6261,
h_944,
h_17803,16937.0
h_4264,
h_22860,18481.0
h_12457,9338.0
h_3355,
h_24263,375.0
h_2035,
h_3434,
h_3551,
h_1311,
h_1225,
h_126,
h_5885,
h_2543,
h_9998,18512.0
h_3733,
h_2348,
h_13352,15516.0
h_14511,18479.0
h_17034,18301.0
h_4084,
h_2993,
h_2889,
h_4535,
h_6052,
h_19394,14900.0
h_5420,
h_3946,
h_4786,
h_4167,
h_4395,
h_6541,
h_8851,12014.0
h_933,
h_23261,11574.0
h_1262,
h_5503,
h_3022,
h_6266,
h_4604,
h_14843,8244.0
h_4506,
h_4864,
h_2745,
h_15476,8754.0
h_1554,
h_2555,
h_3699,
h_121,
h_4340,
h_800,
h_6365,
h_3008,
h_5713,
h_2527,
h_2428,
h_11967,11034.0
h_10220,18491.0
h_14309,10622.0
h_2328,
h_5461,
h_1099,
h_3537,
h_6103,
h_4651,
h_6258,
h_4850,
h_3049,
h_4649,
h_2059,
h_12828,18551.0
h_5381,
h_21125,6364.0
h_1351,
h_2495,
h_2939,
h_1794,
h_6680,
h_3509,
h_1637,
h_869,
h_1491,
h_407,
h_1728,
h_2479,
h_4804,
h_1684,
h_3168,
h_616,
h_8336,13791.0
h_1583,
h_6078,
h_1581,
h_3758,
h_4623,
h_2312,
h_2343,
h_735,
h_5114,
h_6707,
h_7020,14947.0
h_4726,
h_4375,
h_2929,
h_6403,
h_2445,
h_5313,
h_63,
h_4922,
h_10572,1389.0
h_17438,14430.0
h_6493,
h_2667,
h_8149,7571.0
h_3100,
h_9160,16063.0
h_13162,18468.0
h_15127,9216.0
h_4317,
h_3932,
h_2714,
h_378,
h_6404,
h_2096,
h_1878,
h_1634,
h_1324,
h_4437,
h_4619,
h_6181,
h_3928,
h_12149,16721.0
h_698,
h_19266,11637.0
h_3587,
h_15826,9921.0
h_2874,
h_5810,
h_3267,
h_10351,18217.0
h_21582,10842.0
h_2083,
h_809,
h_5376,
h_9538,9073.0
h_5589,
h_1345,
h_24635,18463.0
h_4730,
h_4618,
h_11477,18025.0
h_9277,17181.0
h_15833,6012.0
h_1222,
h_19741,15454.0
h_516,
h_4842,
h_847,
h_8550,14093.0
h_3855,
h_1993,
h_21193,5583.0
h_3631,
h_3298,
h_50,
h_15860,9797.0
h_17343,15810.0
h_4,
h_6737,
h_2045,
h_15179,5618.0
h_10253,18635.0
h_6079,
h_4155,
h_3082,
h_6790,
h_4710,
h_21192,18254.0
h_6048,
h_2878,
h_3793,
h_5856,
h_828,
h_2575,
h_23370,18446.0
h_1942,
h_3431,
h_22377,4633.0
h_5322,
h_9733,11049.0
h_1485,
h_21362,17020.0
h_3296,
h_6805,
h_2678,
h_1466,
h_2945,
h_4620,
h_1232,
h_6635,
h_15281,13927.0
h_6206,
h_22606,4859.0
h_3249,
h_821,
h_2392,
h_2698,
h_4328,
h_6468,
h_1123,
h_1019,
h_13170,14291.0
h_4722,
h_3207,
h_5106,
h_2431,
h_4010,
h_17899,16070.0
h_2649,
h_6534,
h_1058,
h_4229,
h_4600,
h_1577,
h_6543,
h_3927,
h_5656,
h_6717,
h_1892,
h_4342,
h_6265,
h_6070,
h_5514,
h_2247,
h_2294,
h_3405,
h_19453,9951.0
h_12110,6073.0
h_10636,18308.0
h_3416,
h_4519,
h_5657,
h_13701,18220.0
h_960,
h_6250,
h_14826,18218.0
h_2052,
h_6027,
h_3440,
h_3247,
h_6650,
h_4048,
h_13230,6280.0
h_951,
h_22099,17622.0
h_6461,
h_5948,
h_833,
h_2317,
h_3097,
h_3682,
h_2642,
h_1530,
h_4712,
h_6682,
h_2128,
h_4103,
h_1920,
h_2933,
h_9436,16229.0
h_109,
h_3332,
h_5670,
h_6510,
h_21580,7808.0
h_6757,
h_7118,11541.0
h_10221,18137.0
h_3436,
h_4902,
h_5033,
h_21918,11676.0
h_6661,
h_4399,
h_20731,14892.0
h_3920,
h_3807,
h_4529,
h_2104,
h_80,
h_3809,
h_4461,
h_6808,
h_186,
h_25,
h_22183,14329.0
h_5819,
h_17,
h_3874,
h_13847,12701.0
h_1821,
h_5571,
h_6057,
h_9203,6476.0
h_21707,1363.0
h_21948,17991.0
h_5958,
h_607,
h_1167,
h_2983,
h_1339,
h_5857,
h_4706,
h_15538,17142.0
h_15762,15548.0
h_13353,10019.0
h_3548,
h_6315,
h_24786,17363.0
h_8699,18309.0
h_21365,13561.0
h_1567,
h_2901,
h_2683,
h_6776,
h_8558,10057.0
h_3940,
h_1766,
h_1863,
h_3346,
h_443,
h_21613,12124.0
h_8049,8544.0
h_9015,7108.0
h_11466,16302.0
h_19336,19215.0
h_24656,8527.0
h_1346,
h_13108,10323.0
h_16028,15074.0
h_2482,
h_754,
h_4644,
h_2017,
h_2213,
h_1190,
h_10570,18297.0
h_8875,17559.0
h_14879,10051.0
h_18911,15338.0
h_19858,18203.0
h_2416,
h_5275,
h_89,
h_3571,
h_2537,
h_5572,
h_3016,
h_23016,1119.0
h_6616,
h_17436,14622.0
h_3714,
h_6747,
h_521,
h_4917,
h_6372,
h_20003,18246.0
h_1359,
h_4611,
h_13579,8378.0
h_4440,
h_2789,
h_5806,
h_5458,
h_1675,
h_5390,
h_3735,
h_364,
h_3917,
h_4773,
h_3775,
h_537,
h_2526,
h_5986,
h_2699,
h_5019,
h_5164,
h_18234,14843.0
h_12414,8128.0
h_4220,
h_8347,10044.0
h_6725,
h_12523,16715.0
h_1051,
h_11561,16930.0
h_1331,
h_5065,
h_1678,
h_295,
h_9432,17018.0
h_7447,17592.0
h_1293,
h_1152,
h_2027,
h_2076,
h_4635,
h_781,
h_6502,
h_928,
h_1361,
h_6109,
h_4677,
h_3166,
h_134,
h_224,
h_1927,
h_1457,
h_5102,
h_424,
h_2991,
h_3598,
h_11,
h_19546,16762.0
h_3986,
h_6795,
h_3239,
h_1674,
h_6793,
h_8861,16728.0
h_9242,18282.0
h_6165,
h_2048,
h_3746,
h_6762,
h_1075,
h_12886,14252.0
h_777,
h_12167,17971.0
h_3657,
h_801,
h_6191,
h_9257,18272.0
h_5133,
h_23202,12240.0
h_2707,
h_2539,
h_16408,18059.0
h_1149,
h_24985,18213.0
h_76,
h_6602,
h_3179,
h_1226,
h_2459,
h_1569,
h_1122,
h_6216,
h_5910,
h_3570,
h_4459,
h_2963,
h_2025,
h_2684,
h_4939,
h_929,
h_357,
h_5852,
h_1297,
h_1336,
h_720,
h_1242,
h_22765,9054.0
h_3689,
h_6617,
h_6486,
h_5996,
h_19673,13375.0
h_4521,
h_13380,19160.0
h_1477,
h_844,
h_3593,
h_22162,14953.0
h_1219,
h_4282,
h_2902,
h_1776,
h_6437,
h_6347,
h_16874,18112.0
h_6082,
h_653,
h_1673,
h_527,
h_1969,
h_1996,
h_6106,
h_6162,
h_454,
h_23129,4549.0
h_1401,
h_10044,13795.0
h_7235,5160.0
h_594,
h_8567,13627.0
h_5605,
h_614,
h_4358,
h_7051,13975.0
h_1899,
h_1902,
h_3044,
h_8157,7107.0
h_5455,
h_4556,
h_605,
h_5096,
h_1103,
h_5658,
h_520,
h_4199,
h_1046,
h_1782,
h_2628,
h_588,
h_3720,
h_6155,
h_4854,
h_3039,
h_14648,5851.0
h_15220,18210.0
h_4052,
h_9234,13740.0
h_1178,
h_7417,16467.0
h_12008,16794.0
h_18445,3864.0
h_22269,17518.0
h_3966,
h_2839,
h_3202,
h_3845,
h_2304,
h_5222,
h_2845,
h_2850,
h_18346,15865.0
h_7,
h_11864,18142.0
h_16787,18211.0
h_2568,
h_4133,
h_24862,17643.0
h_280,
h_3160,
h_2365,
h_3731,
h_6081,
h_6519,
h_4108,
h_4845,
h_6362,
h_5284,
h_4582,
h_2570,
h_2077,
h_20956,17934.0
h_19933,17953.0
h_23315,17674.0
h_368,
h_21541,16773.0
h_5022,
h_14878,18161.0
h_4462,
h_1120,
h_9697,17104.0
h_2255,
h_5206,
h_7134,6427.0
h_4732,
h_1595,
h_2855,
h_7305,10329.0
h_19754,16565.0
h_5730,
h_3414,
h_1049,
h_149,
h_3029,
h_340,
h_9131,11660.0
h_6710,
h_674,
h_22822,18124.0
h_11897,17863.0
h_18801,8586.0
h_19808,8406.0
h_4278,
h_5209,
h_3875,
h_8087,5113.0
h_2977,
h_6640,
h_3543,
h_23325,18146.0
h_12664,11634.0
h_6483,
h_6198,
h_24169,12569.0
h_20738,11437.0
h_855,
h_2803,
h_3662,
h_6794,
h_2544,
h_3451,
h_1492,
h_122,
h_9693,14773.0
h_25083,10135.0
h_16070,16257.0
h_15516,18157.0
h_970,
h_12137,18340.0
h_17338,16843.0
h_3175,
h_20709,17798.0
h_4410,
h_1548,
h_2700,
h_6251,
h_243,
h_1445,
h_23761,7526.0
h_1758,
h_4164,
h_6800,
h_5329,
h_2622,
h_18171,18143.0
h_22270,11796.0
h_957,
h_3961,
h_12668,11685.0
h_4873,
h_6567,
h_820,
h_699,
h_5178,
h_5727,
h_3137,
h_3424,
h_4796,
h_5128,
h_16815,12728.0
h_11937,15746.0
h_6226,
h_662,
h_22118,15990.0
h_906,
h_4616,
h_4085,
h_2078,
h_892,
h_11654,18126.0
h_3237,
h_16734,15425.0
h_2376,
h_4990,
h_17962,17469.0
h_5359,
h_16158,18118.0
h_25093,15303.0
h_2549,
h_1479,
h_496,
h_1038,
h_6723,
h_15728,18130.0
h_6740,
h_4675,
h_3666,
h_2956,
h_4610,
h_21154,14473.0
h_18879,16676.0
h_21255,18023.0
h_11969,2798.0
h_4102,
h_1786,
h_2984,
h_2026,
h_1701,
h_10072,15533.0
h_947,
h_19400,18087.0
h_6472,
h_1057,
h_218,
h_9272,1235.0
h_6610,
h_2389,
h_14419,7886.0
h_5298,
h_5202,
h_936,
h_3766,
h_5841,
h_2723,
h_8451,18098.0
h_19053,17370.0
h_2166,
h_3271,
h_5502,
h_14340,9111.0
h_4669,
h_1975,
h_5708,
h_10907,15352.0
h_3208,
h_3705,
h_2475,
h_475,
h_4782,
h_1627,
h_5506,
h_3462,
h_2624,
h_4938,
h_593,
h_2123,
h_2150,
h_9442,18086.0
h_15393,15472.0
h_20743,4810.0
h_14671,14538.0
h_3795,
h_5650,
h_3599,
h_10861,17723.0
h_3615,
h_5235,
h_4323,
h_17381,14490.0
h_3624,
h_3487,
h_5445,
h_2201,
h_2891,
h_23168,5161.0
h_22264,13421.0
h_8576,17823.0
h_15459,10973.0
h_2908,
h_18326,18771.0
h_1270,
h_20988,17941.0
h_10277,17829.0
h_3120,
h_4284,
h_3015,
h_9246,16703.0
h_4758,
h_12443,9104.0
h_16297,16960.0
h_6599,
h_18875,14881.0
h_1281,
h_12963,16572.0
h_411,
h_4401,
h_815,
h_617,
h_133,
h_6846,
h_1700,
h_19120,8075.0
h_7129,4843.0
h_249,
h_4771,
h_15925,13727.0
h_14362,3487.0
h_23049,6489.0
h_9177,18069.0
h_3152,
h_11139,17993.0
h_1557,
h_5429,
h_9931,9494.0
h_4614,
h_1414,
h_5268,
h_4638,
h_1806,
h_6631,
h_7460,10032.0
h_6766,
h_23047,17979.0
h_15795,8965.0
h_18149,15621.0
h_4158,
h_1579,
h_2111,
h_2507,
h_2594,
h_13633,17141.0
h_24413,18006.0
h_6325,
h_6050,
h_5181,
h_1807,
h_4306,
h_4580,
h_6148,
h_6293,
h_5756,
h_902,
h_5265,
h_19641,9349.0
h_9043,17573.0
h_8728,4607.0
h_6446,
h_19081,17531.0
h_1921,
h_2322,
h_19492,18020.0
h_12781,5904.0
h_11281,18013.0
h_494,
h_3507,
h_23427,17876.0
h_20474,11722.0
h_5990,
h_3386,
h_2426,
h_13138,17825.0
h_3223,
h_24679,3852.0
h_6505,
h_1523,
h_753,
h_1432,
h_6316,
h_5648,
h_6430,
h_352,
h_6545,
h_25236,17303.0
h_5144,
h_18129,14407.0
h_5497,
h_4398,
h_1871,
h_24367,13505.0
h_2877,
h_4026,
h_5666,
h_5665,
h_22,
h_2873,
h_2279,
h_16339,16599.0
h_6686,
h_1063,
h_1288,
h_3209,
h_5597,
h_24762,7323.0
h_1827,
h_16044,17321.0
h_2512,
h_6354,
h_21025,2400.0
h_876,
h_285,
h_14060,17021.0
h_6796,
h_5859,
h_6001,
h_1220,
h_5987,
h_531,
h_1044,
h_2746,
h_1463,
h_6575,
h_4439,
h_9377,18562.0
h_6462,
h_3094,
h_10012,17969.0
h_4843,
h_808,
h_334,
h_17315,14210.0
h_13892,1730.0
h_4711,
h_2419,
h_21673,14295.0
h_5480,
h_3116,
h_15797,14319.0
h_24054,16589.0
h_11903,14205.0
h_457,
h_5428,
h_17286,14716.0
h_3967,
h_1910,
h_5136,
h_713,
h_21761,17882.0
h_500,
h_26,
h_2488,
h_3141,
h_323,
h_15969,6343.0
h_671,
h_4848,
h_10122,16796.0
h_14812,17586.0
h_2635,
h_3231,
h_4013,
h_21558,18209.0
h_590,
h_20735,17748.0
h_5804,
h_4686,
h_5871,
h_21726,5801.0
h_18780,17689.0
h_10755,15426.0
h_5479,
h_1212,
h_13115,17566.0
h_990,
h_4356,
h_6501,
h_6291,
h_5015,
h_2062,
h_4101,
h_3312,
h_5644,
h_1839,
h_4293,
h_3381,
h_2121,
h_15988,12809.0
h_3258,
h_15817,17239.0
h_13358,17916.0
h_782,
h_16438,16670.0
h_6963,17542.0
h_4423,
h_14126,17918.0
h_19434,17790.0
h_2206,
h_5379,
h_2671,
h_326,
h_5564,
h_3003,
h_2980,
h_9698,17897.0
h_4418,
h_2973,
h_5288,
h_569,
h_6367,
h_12866,17883.0
h_19214,17806.0
